N,P,K,Soil_pH,Soil_Moisture,Soil_Type,Temperature,Humidity,Rainfall,Season,Irrigation_Type,Recommended_Crop
156,72,94,6.89,16.75,Silt,11.4,88.7,366.52,Rabi,Canal,Wheat
59,60,40,6.6,35.54,Silt,31.25,73.78,2715.02,Zaid,Drip,Rice
101,40,82,7.38,40.64,Sandy,13.13,86.55,598.5,Zaid,Rainfed,Wheat
96,16,54,4.66,18.09,Sandy,33.41,70.83,1312.42,Zaid,Rainfed,Wheat
95,39,56,6.75,13.83,Loamy,36.31,87.79,1841.62,Rabi,Canal,Rice
57,67,86,4.99,19.74,Loamy,19.46,83.88,1494.75,Zaid,Rainfed,Potato
90,12,90,5.76,31.03,Sandy,36.34,36.4,580.58,Kharif,Sprinkler,Millet
67,60,81,7.15,54.39,Loamy,24.48,58.45,2416.42,Zaid,Canal,Rice
37,65,82,5.13,36.6,Clay,27.15,50.85,2124.76,Zaid,Sprinkler,Rice
58,82,82,5.74,47.42,Silt,22.33,31.62,2835.37,Kharif,Canal,Rice
108,19,49,7.31,18.71,Loamy,24.3,58.01,1188.25,Zaid,Drip,Sugarcane
81,70,39,7.1,15.3,Clay,37.25,38.9,1405.1,Rabi,Drip,Wheat
128,59,71,4.86,21.98,Silt,38.42,32.19,1179.3,Rabi,Drip,Sugarcane
100,56,80,6.81,25.69,Loamy,23.38,56.7,376.37,Rabi,Sprinkler,Wheat
153,10,26,5.09,37.41,Silt,25.43,43.94,353.92,Zaid,Canal,Millet
96,66,112,5.51,54.06,Clay,13.49,86.12,2331.72,Kharif,Sprinkler,Millet
109,47,111,6.34,31.3,Clay,19.77,78.76,997.6,Kharif,Rainfed,Wheat
33,71,14,4.94,35.94,Silt,25.4,87.37,1563.96,Rabi,Drip,Rice
114,88,90,8.47,10.23,Sandy,16.08,82.89,2941.12,Kharif,Sprinkler,Wheat
73,79,113,5.16,11.67,Loamy,27.3,73.68,249.44,Zaid,Drip,Millet
151,74,10,7.63,14.19,Sandy,30.56,65.86,1649.43,Kharif,Rainfed,Rice
58,71,89,7.82,44.95,Clay,29.5,33.93,1651.02,Zaid,Drip,Rice
91,65,90,8.48,34.31,Silt,23.28,45.95,2995.94,Rabi,Drip,Rice
44,76,103,6.21,19.65,Loamy,33.08,72.64,2536.13,Rabi,Rainfed,Rice
96,26,40,8,39.63,Loamy,19.59,54.07,387.04,Rabi,Rainfed,Wheat
139,17,44,8.33,37.23,Sandy,24.08,49.52,639.9,Rabi,Rainfed,Cotton
72,69,118,5.19,14.44,Loamy,18.1,36.24,294.95,Rabi,Canal,Barley
150,49,81,6.42,42.02,Loamy,28.11,34.21,751.14,Rabi,Canal,Millet
115,71,39,4.74,48.36,Loamy,23.22,42.6,794.53,Rabi,Drip,Barley
91,50,112,6.98,24.33,Clay,16.51,80.07,451.68,Kharif,Rainfed,Wheat
81,21,94,6.83,44.37,Sandy,19.25,69.78,1676.22,Zaid,Drip,Wheat
25,63,24,5.32,19.99,Clay,18.38,50.46,2930.03,Zaid,Rainfed,Pulses
51,20,107,7.69,47.84,Silt,37.33,33.66,2450.71,Zaid,Rainfed,Rice
118,69,65,4.65,55.59,Silt,25.66,41.3,769.45,Zaid,Rainfed,Millet
157,77,69,7.72,32.09,Sandy,29.58,56.99,2392.39,Kharif,Rainfed,Rice
150,87,36,4.61,22.23,Silt,38.04,39.19,2950.28,Rabi,Drip,Rice
95,55,11,7.13,29.96,Clay,15.47,75.76,2538.65,Rabi,Sprinkler,Wheat
78,47,83,4.82,22.5,Clay,38.11,77.32,1512.29,Rabi,Drip,Rice
50,70,73,5.5,10.06,Clay,26.19,38.21,954.14,Rabi,Rainfed,Barley
112,26,14,7.39,42.52,Clay,35.69,73.61,2294.09,Kharif,Canal,Rice
88,75,100,5.62,12.13,Sandy,15.04,60.73,2402.06,Zaid,Drip,Rice
71,81,77,6.54,20.52,Loamy,18.19,87.74,1031.15,Kharif,Sprinkler,Wheat
108,45,22,8.16,46.12,Silt,15.83,77.25,827.71,Kharif,Canal,Wheat
146,83,90,4.7,43.29,Sandy,29.6,65.12,2081.9,Rabi,Rainfed,Rice
50,16,94,7.74,13.67,Loamy,14.22,66.22,2687.6,Rabi,Sprinkler,Wheat
103,25,32,4.76,43,Sandy,33.78,40.73,257.99,Zaid,Sprinkler,Millet
146,23,106,5.01,56.53,Silt,17.51,83.62,2963.85,Rabi,Sprinkler,Sugarcane
151,89,59,4.98,13.73,Sandy,17.66,63.55,737.18,Zaid,Rainfed,Millet
32,34,88,8.48,30.78,Silt,18.43,64.45,1178.37,Zaid,Sprinkler,Wheat
64,13,87,5.22,46.47,Sandy,32.39,64.53,348.2,Rabi,Rainfed,Millet
146,38,82,8.09,43.39,Sandy,37.73,46.57,355.51,Rabi,Canal,Millet
133,65,117,8.46,21.33,Clay,37.23,78.73,963.71,Rabi,Rainfed,Barley
39,15,46,6.04,18.15,Sandy,13.04,81.74,1782.05,Zaid,Rainfed,Wheat
100,10,39,7.02,49.21,Sandy,17.87,47.27,2723.03,Zaid,Canal,Wheat
148,48,102,7.62,57.81,Loamy,30.17,56.51,395.57,Zaid,Sprinkler,Millet
36,10,32,6.07,48.38,Clay,28.56,40.75,1728.52,Rabi,Sprinkler,Rice
77,72,43,5.15,58.16,Silt,20.5,44.31,1365.18,Zaid,Canal,Millet
91,66,73,6.24,40.25,Clay,35.89,50.16,2969.94,Zaid,Canal,Rice
128,76,64,7.59,56.45,Sandy,13.91,84.12,723.9,Kharif,Drip,Wheat
42,74,80,7.62,44.52,Silt,29.17,67.57,1234.64,Zaid,Canal,Rice
91,74,18,5.42,55.44,Sandy,18.19,65.28,293.68,Rabi,Canal,Cotton
27,30,13,5.2,18.08,Clay,25.82,86.81,2759.87,Zaid,Sprinkler,Rice
78,39,75,8.18,50.78,Clay,21.62,77.48,1942.78,Kharif,Canal,Rice
130,42,100,4.68,19.84,Sandy,39.39,30.96,1845.94,Kharif,Sprinkler,Rice
32,57,42,7.44,11.37,Sandy,24.6,37.46,336.45,Zaid,Sprinkler,Cotton
35,31,41,4.69,35.88,Sandy,39.28,44.87,477.2,Zaid,Drip,Millet
138,63,53,7.85,25.91,Loamy,17.65,48.24,2412.77,Kharif,Rainfed,Wheat
21,13,118,8.12,12.18,Clay,33.04,80.04,1738.52,Zaid,Canal,Rice
49,64,119,5.69,59.02,Loamy,31.51,76.19,757.23,Rabi,Rainfed,Millet
122,53,46,4.8,43.32,Clay,35.43,38.73,1739.48,Kharif,Drip,Rice
32,21,100,6.42,55.09,Clay,30.81,62.04,2910.72,Zaid,Sprinkler,Rice
115,88,101,5.69,59.95,Silt,30.47,36.55,490.36,Kharif,Drip,Millet
113,83,76,6.17,29.6,Silt,29.82,40.37,2916.58,Zaid,Drip,Rice
101,61,69,7.16,22.74,Clay,39.55,44.53,2370.25,Kharif,Rainfed,Rice
32,85,68,5.34,19.19,Silt,16.84,84.32,603.85,Kharif,Rainfed,Sugarcane
113,74,45,5.93,35.76,Clay,10.9,51.94,2481.1,Rabi,Sprinkler,Sugarcane
131,74,58,7.63,40.3,Clay,30.34,84.95,2283.26,Zaid,Canal,Rice
74,19,60,7.08,33.62,Sandy,15.17,75.04,1806.98,Kharif,Rainfed,Wheat
100,27,116,5.81,29.36,Silt,30.38,74.96,2368.21,Kharif,Drip,Rice
135,56,17,7.16,18.41,Loamy,19.59,78.21,595.49,Rabi,Canal,Wheat
127,75,117,7.56,32.09,Loamy,11.3,35.76,2220.54,Zaid,Rainfed,Wheat
72,58,59,6.87,14.26,Silt,33.09,78.88,1994.6,Rabi,Rainfed,Rice
147,81,50,5.46,53.25,Clay,11.55,45.16,997.11,Zaid,Sprinkler,Barley
76,31,110,4.5,12.35,Loamy,16.72,89.04,2133.04,Rabi,Sprinkler,Wheat
71,35,118,7.71,29.03,Silt,20.09,80.89,2100.78,Kharif,Canal,Rice
156,18,47,7.79,15.01,Loamy,13.98,89.8,869.31,Rabi,Canal,Wheat
130,30,95,7.29,48.75,Sandy,37.41,86.23,613.52,Zaid,Rainfed,Millet
20,72,87,4.81,25.64,Clay,28.66,51.58,1214.35,Kharif,Canal,Millet
63,15,88,6.84,15.66,Sandy,36.26,86.5,1317.65,Kharif,Canal,Millet
94,23,64,7.78,36.57,Loamy,30.46,49.81,2507.63,Zaid,Rainfed,Rice
117,42,119,6.06,55.81,Clay,39.76,69.56,1421.02,Kharif,Canal,Sugarcane
28,80,77,5.29,55.43,Clay,25.75,79.12,2262.47,Zaid,Sprinkler,Rice
51,33,27,6.85,22.48,Clay,11.61,52.92,1495.56,Rabi,Drip,Wheat
34,82,74,7.81,45.98,Silt,14.83,42.23,387.96,Zaid,Rainfed,Wheat
159,84,73,4.7,11.51,Silt,27.65,83.69,2027.68,Rabi,Drip,Rice
155,60,21,6.89,16.59,Clay,20.43,36.2,2707.08,Kharif,Sprinkler,Rice
91,11,50,7.07,34.97,Clay,13.39,51.9,1651.29,Zaid,Drip,Wheat
31,24,51,6.91,21.44,Clay,17.14,62.43,2165.76,Kharif,Sprinkler,Wheat
84,44,69,7.1,49.91,Sandy,24.24,78.28,2380.75,Rabi,Drip,Rice
126,45,59,7.03,56.55,Sandy,25.55,82.13,1508.68,Rabi,Drip,Rice
61,48,90,5.02,10.22,Loamy,38.04,60.7,899.44,Kharif,Sprinkler,Potato
134,13,92,5.44,21.65,Clay,12.72,64.4,2608.2,Kharif,Drip,Sugarcane
158,73,45,6.98,31.98,Clay,20.73,81.23,2520.33,Zaid,Rainfed,Rice
122,83,57,4.57,38.15,Sandy,25.18,58.02,2606.57,Kharif,Rainfed,Rice
114,15,80,7.04,55.8,Loamy,13.4,63.55,2512.19,Rabi,Drip,Wheat
36,66,82,7.16,54.59,Loamy,30.63,31.11,572.71,Zaid,Canal,Millet
104,39,17,5.46,41.86,Clay,25.45,87.07,1361.2,Kharif,Canal,Sugarcane
75,83,34,6.89,22.87,Silt,23.79,64.01,736.3,Zaid,Canal,Maize
153,76,16,6.64,49.16,Loamy,29.68,73.65,634.54,Rabi,Rainfed,Millet
105,24,115,5.54,20.13,Loamy,18.63,44.87,2388.2,Rabi,Rainfed,Sugarcane
121,26,17,6.35,58.26,Clay,20.18,69.4,1547.75,Kharif,Drip,Rice
73,27,97,8.14,10.29,Clay,14.88,57.6,453.96,Rabi,Rainfed,Wheat
134,28,90,6.21,38.49,Clay,25.71,36.75,1337.05,Zaid,Rainfed,Sugarcane
158,85,85,7.02,14.42,Sandy,21.17,79.81,2981.24,Zaid,Rainfed,Rice
107,78,119,4.64,30.38,Clay,17.81,80.36,794.69,Kharif,Canal,Maize
68,33,40,4.81,41.75,Silt,13.74,33.82,1312.06,Kharif,Sprinkler,Sugarcane
134,57,21,4.83,44.48,Silt,10.7,53.44,1864.63,Rabi,Canal,Sugarcane
82,39,66,7.61,49.28,Loamy,15.8,46.89,758.85,Zaid,Sprinkler,Wheat
123,24,75,5.9,39.67,Sandy,17.42,60.98,2909.73,Kharif,Rainfed,Sugarcane
102,56,21,5.41,22.57,Loamy,24.56,59.33,1977.73,Rabi,Canal,Rice
122,53,36,7.49,54.46,Sandy,17.23,69.39,842.34,Zaid,Sprinkler,Wheat
36,36,55,5.18,50.56,Clay,34.53,44.85,1450.49,Zaid,Sprinkler,Pulses
25,73,16,5.49,18,Loamy,24.22,43.3,1210.52,Zaid,Drip,Rice
47,50,70,6.22,51.33,Silt,28.71,73.4,542.47,Kharif,Sprinkler,Millet
57,77,67,5.83,58.63,Sandy,16.24,88.57,996.89,Kharif,Drip,Rice
138,14,67,6.84,41.86,Loamy,22.48,86.78,1750.41,Zaid,Canal,Rice
56,62,22,5.85,24.09,Silt,28.08,77.52,446.71,Kharif,Sprinkler,Millet
134,17,62,6.07,40.33,Silt,19.33,34.05,335.24,Zaid,Sprinkler,Wheat
87,31,109,7.95,27.13,Clay,20.09,44.27,1715.73,Zaid,Drip,Rice
62,16,74,8.04,43.8,Sandy,34.22,71.38,1415.39,Rabi,Rainfed,Potato
77,31,58,7.81,37.24,Loamy,35.12,47.75,727.11,Kharif,Sprinkler,Millet
32,55,44,7.96,56.47,Silt,25.99,53.62,2195.7,Kharif,Canal,Rice
71,39,103,6.78,40.9,Sandy,36.89,87.22,446.05,Kharif,Canal,Millet
77,25,104,7.08,20.7,Clay,32.1,35.18,957.11,Zaid,Drip,Sugarcane
51,88,26,6.73,46.26,Sandy,11.66,81.67,483.62,Kharif,Sprinkler,Wheat
124,14,81,7.64,25.04,Sandy,26.78,33.02,2237.3,Rabi,Sprinkler,Rice
102,76,76,6.7,23.62,Loamy,30.93,50.28,1971.62,Kharif,Canal,Rice
118,32,19,4.94,29.59,Sandy,26.23,63.32,727.67,Zaid,Sprinkler,Millet
123,70,43,7.74,10.6,Clay,34.96,51.38,1760.63,Zaid,Rainfed,Rice
47,83,95,7.54,58.46,Silt,19.03,87.43,2150.12,Zaid,Rainfed,Wheat
148,14,13,7.78,36.62,Loamy,11.96,60.26,295.67,Kharif,Drip,Wheat
67,32,105,5.26,48.67,Silt,29.01,74.03,2057.02,Zaid,Rainfed,Rice
59,88,38,5.59,22.89,Sandy,31.92,72.12,1072.26,Kharif,Drip,Wheat
116,34,55,5.68,47.33,Clay,32.96,80.11,578.69,Zaid,Drip,Millet
133,17,84,6.53,38.36,Silt,10.33,81.83,2499.23,Zaid,Drip,Wheat
151,30,55,5.04,31.21,Clay,30.2,57.98,1897.17,Kharif,Drip,Rice
156,11,86,6.04,58.53,Sandy,10.62,81.78,1730.29,Rabi,Sprinkler,Wheat
130,31,68,5.23,34.69,Sandy,33.24,69.21,2542.1,Rabi,Rainfed,Rice
95,81,70,5.56,42.87,Silt,31.09,71.16,942.31,Zaid,Sprinkler,Rice
50,81,77,7.33,10.77,Loamy,27.02,40.39,239.56,Kharif,Canal,Millet
138,77,75,7.92,25.07,Clay,25.19,44.71,2856.44,Kharif,Sprinkler,Rice
44,73,43,4.59,54.43,Clay,31.45,71.26,935.75,Rabi,Sprinkler,Barley
53,28,116,6.76,47.95,Clay,11.72,45.94,1973.37,Rabi,Canal,Wheat
86,62,95,4.64,36.84,Sandy,34.97,59.4,2935.69,Kharif,Rainfed,Rice
137,61,14,4.84,55.01,Sandy,16.04,59.4,854.14,Zaid,Rainfed,Maize
92,56,18,7.32,34.31,Silt,24.33,44.04,2979.62,Kharif,Canal,Rice
45,63,29,7.44,38.33,Silt,24.6,63.99,1708.24,Zaid,Canal,Rice
123,53,30,7.76,29.11,Sandy,33.31,63.83,2885.11,Kharif,Canal,Rice
29,16,26,6.4,41,Loamy,15.79,37.74,440.91,Kharif,Canal,Wheat
86,10,21,7.94,25.95,Clay,18.99,52.87,1686.87,Kharif,Sprinkler,Wheat
24,72,101,5.17,29.27,Clay,29.89,51.95,2844.22,Zaid,Drip,Rice
46,48,91,5.5,58.32,Sandy,22.38,63.73,635.48,Zaid,Sprinkler,Cotton
132,28,76,5.04,15.57,Loamy,18.97,74.96,970.58,Kharif,Sprinkler,Pulses
34,40,14,7.69,15.26,Loamy,28.64,31.09,794.93,Zaid,Rainfed,Millet
124,86,69,5.41,12.17,Loamy,12.6,37.95,2903.25,Rabi,Rainfed,Sugarcane
63,33,62,5.12,26,Loamy,33.69,48.12,937.89,Kharif,Canal,Barley
45,78,61,6.99,29.91,Loamy,25.74,78.62,538.68,Kharif,Canal,Millet
114,74,87,4.81,14.73,Silt,16.18,58.83,2431.06,Rabi,Rainfed,Sugarcane
103,42,57,4.68,37.46,Sandy,22.26,60.65,1637.81,Zaid,Drip,Rice
159,68,99,4.93,39.17,Sandy,13.93,54.55,1851.71,Kharif,Sprinkler,Sugarcane
151,42,28,4.5,47.55,Sandy,28.5,54.91,1899.08,Zaid,Canal,Rice
106,41,114,7.29,58.8,Clay,30.08,88.65,1916.42,Rabi,Sprinkler,Rice
131,68,26,6.75,40.97,Loamy,22.16,83.92,1471.95,Zaid,Drip,Sugarcane
148,50,63,5.34,15.58,Loamy,20.19,73.55,2931.58,Zaid,Sprinkler,Rice
108,21,112,5.43,14.43,Clay,35.49,49.44,687.5,Zaid,Drip,Millet
85,82,115,7.74,48.88,Loamy,27.28,60.82,2882.01,Kharif,Canal,Rice
150,20,77,6.51,42.52,Loamy,30.01,71.36,1018.73,Kharif,Rainfed,Sugarcane
141,28,115,7.29,18.1,Loamy,13.83,53.67,731.77,Rabi,Canal,Wheat
103,63,44,6.31,22.67,Loamy,31.4,61.47,1952.05,Zaid,Sprinkler,Rice
135,66,97,5.45,47.51,Loamy,23.34,38.74,2697.18,Kharif,Sprinkler,Rice
135,51,50,8.38,38.31,Silt,21,35.61,1216.18,Kharif,Canal,Sugarcane
57,80,22,6.76,39.25,Sandy,37.88,40.04,411.19,Zaid,Sprinkler,Millet
129,40,42,5.02,20.5,Silt,11.62,75.34,1702.3,Rabi,Canal,Sugarcane
65,61,24,6.12,41.45,Loamy,15.87,41.4,2958.47,Kharif,Sprinkler,Wheat
44,11,72,5.82,48.53,Sandy,21.25,85.48,1290.77,Rabi,Canal,Barley
40,47,24,5.36,54.26,Sandy,19.72,52.11,255.86,Kharif,Canal,Cotton
140,41,40,8.23,46.84,Sandy,25.32,40.14,1602.45,Rabi,Rainfed,Rice
141,19,116,8.02,38.82,Sandy,22.03,79.51,1274.48,Kharif,Sprinkler,Sugarcane
152,17,37,5.3,43.66,Clay,33.65,57.4,386.72,Kharif,Rainfed,Millet
89,84,19,5.91,34.26,Sandy,33.04,53.31,2649.52,Rabi,Canal,Rice
132,29,66,7.55,21.34,Clay,33.17,49.77,1932.54,Rabi,Sprinkler,Rice
126,29,80,5.33,54.11,Clay,21.08,49.83,631.79,Rabi,Drip,Potato
131,18,42,6.87,36.63,Sandy,22.22,69.81,2792.66,Kharif,Rainfed,Rice
127,81,16,7.3,39.72,Loamy,31.61,62.44,1813.48,Rabi,Drip,Rice
66,24,14,7.12,59.51,Loamy,13.73,58.06,2129.75,Kharif,Sprinkler,Wheat
110,72,99,7.33,59.25,Sandy,35.56,56.82,1833.56,Zaid,Sprinkler,Rice
37,30,89,7.33,39.32,Sandy,26.24,38.52,2939.39,Zaid,Canal,Rice
123,14,66,8.36,11.7,Clay,35.46,79.67,2693.78,Rabi,Canal,Rice
59,44,81,5.89,29.81,Silt,33.81,85.61,246.25,Kharif,Rainfed,Millet
157,77,95,8.01,56.86,Clay,21.23,78.13,240.86,Zaid,Canal,Barley
108,57,107,4.59,24.42,Loamy,13.05,57.08,1566.91,Zaid,Canal,Sugarcane
80,89,49,5.65,59.96,Silt,37.62,88.33,1079.37,Zaid,Canal,Millet
24,71,37,4.69,14.22,Silt,20.34,67.12,1708.85,Rabi,Rainfed,Rice
141,44,119,7.1,38.41,Silt,21.21,76.44,1147.39,Rabi,Canal,Sugarcane
74,79,45,4.9,35.77,Clay,37.27,74.47,2658.97,Kharif,Drip,Rice
56,30,65,7.88,22.77,Clay,37.52,72.47,675.43,Zaid,Rainfed,Millet
75,89,56,7.09,57.43,Sandy,17.89,68.52,360.38,Rabi,Rainfed,Wheat
121,48,80,4.62,40.96,Clay,12.67,42.7,1160.17,Rabi,Canal,Sugarcane
112,43,49,7.36,21.51,Clay,10.03,47.67,589.59,Kharif,Drip,Wheat
92,24,68,7.95,29.2,Silt,23.15,83.2,1856.25,Kharif,Sprinkler,Rice
78,15,52,7.14,46.06,Silt,27.06,40.8,1522.98,Rabi,Drip,Rice
21,75,101,4.62,24.88,Clay,18.11,39.12,2182.3,Kharif,Sprinkler,Barley
123,65,75,7.93,53.98,Loamy,17.79,47.05,403.82,Zaid,Rainfed,Wheat
70,58,18,7.43,18.28,Silt,20.7,51.75,2312.29,Zaid,Drip,Rice
49,10,15,6.01,23.23,Sandy,17.89,63.19,974.38,Kharif,Sprinkler,Wheat
30,74,74,5.81,17.24,Loamy,35.75,66.33,2080.01,Rabi,Canal,Rice
127,37,12,6.42,15.21,Silt,29.29,77.44,1014.81,Zaid,Drip,Sugarcane
95,29,83,7.97,25.02,Sandy,34.87,34.4,2534.61,Kharif,Drip,Rice
109,57,46,5.51,59.96,Silt,35.81,42.49,2535.45,Zaid,Sprinkler,Rice
142,81,117,4.9,14.72,Sandy,23.05,60.31,1057.67,Rabi,Rainfed,Sugarcane
144,74,96,7.96,20.65,Silt,24.33,45.05,2746.75,Zaid,Drip,Rice
141,60,42,4.61,23.58,Silt,39.33,82.41,1098.91,Kharif,Canal,Sugarcane
113,52,18,8.14,40.96,Clay,34.51,68.41,2707.94,Zaid,Canal,Rice
122,58,62,5.72,47.27,Loamy,33.94,59.41,740.79,Rabi,Rainfed,Millet
50,34,86,6.53,47.6,Loamy,27.51,30.03,1006.16,Zaid,Drip,Rice
71,83,101,5.03,10.43,Clay,23.83,81.52,2675.73,Zaid,Drip,Rice
108,85,60,8.11,42.59,Silt,36.84,57.65,426.3,Rabi,Canal,Millet
95,50,80,7.5,41.54,Loamy,34.14,61.88,2165,Kharif,Canal,Rice
148,80,35,8.2,35.88,Sandy,25.5,71.9,2109.58,Rabi,Drip,Rice
41,73,25,7.23,28.96,Sandy,18.11,86.25,2922.05,Rabi,Canal,Wheat
59,70,49,5.24,49.87,Silt,14.42,39.49,2922.38,Rabi,Drip,Wheat
120,21,99,5.73,27.19,Silt,26.58,34.27,1545.38,Rabi,Canal,Rice
130,78,60,6.45,21.5,Sandy,18.88,37.31,2043.53,Zaid,Sprinkler,Wheat
148,23,48,6.93,25.5,Silt,17.93,74.44,636.21,Zaid,Canal,Wheat
84,43,64,8.21,31.98,Clay,13.17,37.76,833.02,Kharif,Sprinkler,Wheat
98,57,105,6.04,20.7,Loamy,11.03,60.06,1763.63,Zaid,Drip,Wheat
41,70,45,7.31,40.38,Sandy,33.5,72.39,865.26,Rabi,Sprinkler,Potato
118,44,115,8.34,54.21,Clay,13.24,72.77,807.25,Rabi,Rainfed,Wheat
27,74,74,5.11,39.77,Sandy,36.66,54.38,263.96,Rabi,Drip,Millet
36,68,94,7.95,32.33,Sandy,16.41,71.92,405.36,Kharif,Drip,Wheat
36,45,86,6.18,49.84,Silt,32.79,87,2192,Kharif,Drip,Rice
109,88,99,7.43,47.4,Loamy,34.69,31.68,240.13,Rabi,Drip,Millet
100,28,54,5.67,28.35,Clay,33.78,70.28,2708.19,Kharif,Canal,Rice
97,51,18,5.84,40.21,Sandy,36.19,61.36,420.25,Rabi,Sprinkler,Millet
25,78,46,4.61,46.49,Sandy,20.19,42.76,638.41,Rabi,Drip,Cotton
129,28,96,8.39,22.27,Silt,39.58,48.46,1152.96,Zaid,Rainfed,Sugarcane
33,48,10,7.75,28.31,Clay,18.39,80.23,2234.64,Kharif,Canal,Wheat
91,78,75,4.88,15.29,Silt,38.03,65.21,2162,Zaid,Drip,Rice
73,61,72,8.5,59.38,Silt,23.12,30.87,890.37,Kharif,Drip,Tomato
46,21,52,6.92,14.29,Clay,11.71,87.92,1115.58,Zaid,Drip,Wheat
32,56,37,7.91,18.43,Loamy,33.55,69.97,2499.45,Zaid,Sprinkler,Rice
79,85,109,4.77,33.99,Silt,33.62,56.56,1590.98,Zaid,Sprinkler,Rice
25,45,40,6.06,53.26,Sandy,15.92,72.74,1482.97,Kharif,Canal,Wheat
77,72,114,7.18,27.79,Loamy,34.71,42.27,1973.73,Zaid,Canal,Rice
68,85,78,4.93,48.43,Sandy,14.73,45.63,1479.17,Rabi,Canal,Wheat
45,60,110,6.46,43.8,Loamy,14.54,39.13,1415.2,Zaid,Sprinkler,Wheat
66,52,98,6.27,41.93,Sandy,34.27,53.82,2436.09,Kharif,Sprinkler,Rice
24,43,17,5.36,52.25,Silt,18.71,84.28,2807.99,Kharif,Drip,Pulses
39,58,43,5.7,10.71,Silt,12.31,53.32,1737.94,Zaid,Sprinkler,Rice
153,27,112,8.37,56.46,Silt,38.69,47.29,1010.15,Zaid,Drip,Sugarcane
78,70,58,5.65,51.46,Clay,26.71,72.21,2859.18,Zaid,Canal,Rice
151,66,105,5.35,56.89,Silt,23.44,82.18,2165.42,Zaid,Drip,Rice
36,14,67,6.64,49.68,Loamy,25.12,44.65,2032.11,Zaid,Canal,Rice
33,33,84,7.18,53.93,Silt,30.11,78.48,1898.67,Rabi,Rainfed,Rice
32,73,56,7.4,20.15,Clay,35.85,48.29,2273.06,Zaid,Rainfed,Rice
154,68,34,7.52,25.96,Sandy,30.18,44.84,2371.71,Zaid,Canal,Rice
147,47,12,4.65,25.76,Clay,32.19,58.38,2415.31,Zaid,Rainfed,Rice
63,42,54,6.08,15.46,Loamy,15.4,34,2932.25,Kharif,Canal,Wheat
138,19,61,7.6,46.48,Loamy,21.52,81.73,1351.36,Zaid,Sprinkler,Sugarcane
38,46,105,8.12,16.81,Clay,27.54,82.46,879.38,Rabi,Rainfed,Barley
82,20,108,6.91,12.63,Sandy,28.58,70.64,1303.49,Rabi,Sprinkler,Wheat
100,33,105,4.71,48.77,Silt,18.12,48.17,2347.04,Zaid,Drip,Tomato
119,80,43,6.09,55.23,Loamy,39.25,40,1713.96,Rabi,Drip,Rice
141,30,110,4.8,48.21,Silt,13.55,71.93,2621.14,Zaid,Canal,Sugarcane
63,29,78,7.49,51.27,Sandy,13.37,36.19,861.2,Kharif,Sprinkler,Wheat
123,19,118,4.75,39.78,Loamy,16.87,54.67,2263.68,Rabi,Rainfed,Sugarcane
80,56,101,5.24,54.39,Sandy,32.62,35.33,898.19,Rabi,Sprinkler,Potato
144,56,101,6.17,34.84,Sandy,11.1,55.59,2437.52,Zaid,Drip,Wheat
90,24,17,6.35,59.42,Clay,39.64,38.07,1427.05,Zaid,Drip,Sugarcane
126,53,36,6.13,15.17,Sandy,39.63,31.93,2970.36,Rabi,Drip,Rice
69,71,89,6.35,50.46,Loamy,14.79,56.98,2072.45,Kharif,Rainfed,Wheat
84,15,72,7.35,42.07,Clay,22.04,64.06,2276.84,Rabi,Drip,Rice
118,75,91,5.98,39.03,Loamy,16.12,56.36,319.63,Zaid,Canal,Wheat
51,85,34,6.69,46.29,Clay,22.24,40.57,2168.59,Zaid,Rainfed,Rice
77,13,67,5.71,52.01,Clay,25.99,34.65,1372.71,Kharif,Canal,Millet
147,32,57,5.91,53.14,Sandy,34.68,37.58,1104.77,Zaid,Sprinkler,Sugarcane
131,22,10,6.96,18.77,Sandy,11.07,73.63,2426.55,Zaid,Sprinkler,Wheat
87,40,17,6.46,19.85,Silt,39.61,30.95,840.18,Zaid,Drip,Pulses
59,25,30,7.39,10.81,Loamy,38.22,81.8,709.1,Rabi,Rainfed,Millet
151,50,107,6.74,16.59,Loamy,27.11,80.41,1194.89,Kharif,Drip,Sugarcane
109,10,97,7.71,23.19,Silt,24.43,82.83,1962.18,Kharif,Sprinkler,Rice
47,21,110,6.27,46.05,Sandy,26.52,82.72,920.49,Kharif,Drip,Millet
115,65,99,6.46,33.79,Loamy,10.55,70.05,1764.07,Zaid,Canal,Wheat
50,59,87,7.18,47.9,Loamy,32.13,80.85,1277.57,Rabi,Sprinkler,Potato
22,29,38,5.38,34.33,Sandy,24.89,73.82,1310.8,Rabi,Rainfed,Potato
155,75,39,6.04,37.78,Clay,18.58,48.01,768.73,Zaid,Canal,Wheat
43,45,12,7,15.55,Sandy,23.85,75.31,1101.89,Rabi,Canal,Potato
34,88,16,4.62,48.83,Silt,18.78,66.93,966.77,Zaid,Canal,Wheat
64,47,109,6.25,47.91,Loamy,31,31.65,881.63,Kharif,Canal,Wheat
27,31,20,6.9,25.38,Clay,28.43,77.18,426.18,Zaid,Drip,Millet
90,70,41,8.37,26.43,Silt,21.64,82.25,1412.6,Kharif,Rainfed,Millet
127,59,68,8.01,20.98,Sandy,19.43,61.05,885.12,Kharif,Canal,Wheat
134,68,21,5.62,50.69,Clay,36.34,59.22,2890.85,Zaid,Drip,Rice
